h,k,l,Fo2,sigmaFo2,kFc2,Fc_real,Fc_imag,weight,weighted_residual
2,4,13,0.04107808358,3.762488896,0.7691624928,-0.6947995093,0.004115990465,0.07063980629,0.1935113671
2,4,14,-0.781335564,3.54045331,11.46099447,2.669398318,-0.2603514296,0.07977783698,3.457842532
2,5,0,338.3983364,14.4433003,328.8874265,14.36751667,-6.883382753e-15,0.003208511391,-0.5387333494
2,5,1,181.1638155,4.7773137,179.7372047,1.688716171,10.48617826,0.01909817595,-0.1971521224
2,5,2,6.617467157,1.548158542,7.799037332,0.5285684207,2.148410017,0.4104742091,0.7570114655
2,5,3,268.8553152,8.825731182,269.336046,-2.042965169,-12.84034749,0.006995531579,0.04020797886
2,5,4,84.33987401,4.640644469,89.79667339,-7.188053287,2.16623921,0.03579421676,1.032391498
2,5,5,46.49394386,3.561038968,52.17271176,-5.70992107,0.3780205151,0.06836897826,1.484853694
2,5,6,4.529427345,1.901731627,6.325982076,-1.631063071,-1.144606154,0.2750995822,0.9422918128
2,5,7,14.60955481,3.453563295,15.63629632,2.274102194,2.154657584,0.08251373394,0.29493359
2,5,8,23.47921992,3.336071209,18.02029563,-3.207933602,-1.009734864,0.08601767617,-1.601035362
2,5,9,25.02838649,3.085227895,27.90791825,3.696048724,-1.963561274,0.09918264296,0.9068588833
2,5,10,4.38761067,1.87963378,0.06221249979,0.1110267623,-0.1634643969,0.2816624378,-2.295570098
2,5,11,5.049443555,3.239709808,5.757280023,-0.09194487023,1.898707831,0.09506908203,0.2182491617
2,5,12,83.71182814,10.48247998,81.04046231,7.115087483,-0.4903204176,0.008606645264,-0.2478279696
2,5,13,-2.873562958,2.402826146,0.04674753894,0.1688302543,0.02893690562,0.1732029569,1.215364874
2,6,0,7.064623607,3.320228073,2.842994023,1.335814175,3.996802889e-15,0.09034376505,-1.268905318
2,6,1,116.722718,5.765547087,115.2826581,8.361026765,1.565299053,0.02197642479,-0.2134809275
2,6,2,172.1949616,7.206071594,171.6572481,-0.07834711086,-10.37950818,0.01272046762,-0.06064604476
2,6,3,4.029530082,2.161759111,4.623287905,1.535845662,-0.7368687163,0.2133189593,0.274235752
2,6,4,6.808913824,2.169812191,3.034055088,1.351819859,-0.2773115113,0.2105347318,-1.732058594
2,6,5,42.62608327,4.082100886,38.35698155,-4.90035793,-0.2473355438,0.05464829572,-0.9979868399
2,6,6,9.536654687,1.955340524,11.83950992,-2.251437591,1.536903863,0.2560682039,1.165318025
2,6,7,13.70794386,2.537929394,11.80391046,2.675436964,-0.5007372916,0.1512812944,-0.7405718111
2,6,8,32.43886059,4.220768161,29.11923953,-4.14547127,-1.044844665,0.05329940485,-0.7663897552
2,6,9,10.70377884,4.635184688,5.967447892,-1.082638438,-1.604166681,0.04632192158,-1.019378159
2,6,10,81.37604398,10.79691761,69.50089915,4.429049948,4.899552718,0.008161047875,-1.072782988
2,6,11,-1.436967201,3.992643261,3.204085072,-0.4937958947,1.329361952,0.06273053388,1.162400938
2,7,0,16.61332584,5.73111912,14.15104763,2.980247763,-4.440892099e-16,0.03021684024,-0.428017619
