run,h,k,l,omega,x,y,module,Linv,P,edge,Iunscaled,sigmaunscaled,Iraw,varraw,counts,bgsum,nframes,wom,wpos,wom2,Iscaled,sigmascaled,normalized_residual
1,1,1,-7,5.678481,139.57325,270.51083,0,0.3682345,0.90820448,0,414.83842,13.261959,1023.1472,1069.8765,1057,0.54601227,7,5767.6733,1023.1472,32628.53,414.83842,13.444964,-0.48237199
1,1,1,-6,4.3442497,160.74837,290.02686,0,0.33212912,0.9280585,0,35.373375,4.3592146,98.842767,148.37245,134,0.5408805,7,423.30346,100.01887,1820.138,35.373375,3.9438415,3.0302949
1,1,1,-5,2.0538869,180.62888,308.71131,0,0.29635361,0.94522626,0,620.41501,14.22756,1978.8272,2059.2637,2037,0.9382716,7,4059.4228,1978.8272,8543.1397,620.41501,13.931785,0.97370914
1,1,1,-4,-1.5541346,199.0594,326.78523,0,0.26174794,0.95952367,0,224.52802,8.1665,823.08176,896.22444,875,0.79874214,7,-1371.1745,827.66667,2406.3707,224.52802,8.0626022,0.58954852
1,2,-2,-9,34.608396,7.5829274,348.83626,0,0.58843857,0.82504789,0,145.90954,10.907155,204.57931,233.87244,225,0.32413793,7,7217.6672,208.53103,249833.58,145.90954,10.860149,0.32785691
1,2,-2,-8,36.626369,35.381223,368.36224,0,0.55019164,0.84834392,0,190.56235,11.559823,293.82927,317.70077,311,0.26829268,7,10767.604,294.12195,394218.75,190.56235,11.099857,1.1118675
1,2,-1,-9,25.891215,32.927742,323.08594,0,0.55050914,0.84241915,0,84.6525,8.2579893,129.53988,159.68937,151,0.32515337,7,3392.2577,131.85276,87295.038,84.6525,7.922285,1.0989801
1,2,-1,-8,27.312258,59.982211,342.89565,0,0.51172491,0.86631895,0,5.9431267,3.6389017,10.06135,37.950996,30,0.30674847,7,391.52914,14.423313,10632.092,5.9431267,3.8715745,-1.0763263
1,2,-1,-7,28.575211,85.644387,361.75758,0,0.47157085,0.88807649,0,200.21745,10.737848,377.05556,408.92284,400,0.36419753,7,10911.014,381.83333,311823.81,200.21745,10.539391,0.50300572
1,2,-1,-6,29.639334,110.17855,379.93073,0,0.43024701,0.90744071,0,305.73833,12.367309,644.8375,680.37953,670,0.38125,7,19112.628,644.8375,566536.28,305.73833,11.776912,1.7071875
1,2,-1,-5,30.443642,133.80998,397.6398,0,0.38794046,0.92419404,0,-1.5950912,1.7266412,-3.8,16.92,11,0.23125,7,72.5,2.4,2190.15,-1.5950912,3.5485336,-6.1005795
1,2,-1,-4,30.89406,156.73719,415.08603,0,0.34482348,0.93815237,0,-2.0448208,2.1222761,-5.5632911,33.339329,22,0.42405063,7,58.843354,2.0063291,1726.1919,-2.0448208,23.142838,-23.248048
1,2,-1,-3,30.839204,179.14339,432.45593,0,0.30104825,0.94916505,0,245.88976,9.1686101,775.25767,835.63819,819,0.70552147,7,23857.779,775.95092,733574.92,245.88976,9.1686101,-0.15118624
1,2,-1,-2,30.021028,201.20984,449.92873,0,0.25673442,0.95711495,0,879.34296,15.52186,3278.2215,3348.4785,3328,0.76582278,7,98303.527,3278.2215,2948069.5,879.34296,15.251893,0.8485708
1,2,-1,-1,27.963618,223.13734,467.68375,0,0.21193901,0.96191835,0,83.086541,4.7031065,377.10127,455.64253,433,0.87341772,7,10665.418,381.89873,297902.6,83.086541,4.6877596,0.26271301
1,2,-1,0,23.685707,245.19397,485.90904,0,0.16657497,0.96352507,0,4681.6165,28.537275,27080.028,27247.808,27199,1.8026009,7,641367.77,27080.028,15192632,4681.6165,28.63996,-0.45407539
1,2,-1,1,14.791521,267.86341,504.81656,0,0.12013852,0.96191835,0,73.760607,3.2401277,590.58228,673.03261,649,0.89873418,7,8856.8275,597.33544,131425.21,73.760607,3.4031591,-1.6596621
1,2,0,-10,14.306111,18.613288,275.35642,0,0.56314129,0.8223276,0,37.397515,6.0246567,54.609756,77.396193,71,0.25609756,7,801.23171,56.195122,11427.11,37.397515,6.7780519,-2.0499789
1,2,0,-9,15.152556,46.322118,297.10084,0,0.527156,0.84831006,0,36.964661,5.7444422,59.484277,85.45287,78,0.28930818,7,929.41981,61.72956,14005.069,36.964661,5.2625314,1.2621191
1,2,0,-8,15.738388,72.340364,317.45377,0,0.48974657,0.87241111,0,117.3266,8.6634467,209,238.16667,230,0.33333333,7,3304.7639,211.27778,51715.372,117.3266,8.8429483,-0.5055729
1,2,0,-7,15.999904,96.941113,336.73755,0,0.45118946,0.89434622,0,11.644798,3.8967582,23.082278,59.662354,49,0.39873418,8,400.12975,24.78481,6469.2864,11.644798,3.7083314,0.83724228
1,2,0,-6,15.84639,120.33442,355.22137,0,0.41177208,0.91386435,0,115.37437,7.6456289,256.05556,287.92284,279,0.36419753,7,4044.8194,256.16667,63888.844,115.37437,7.7456614,-0.47970509
1,2,0,-3,11.222002,184.52423,408.04868,0,0.29173723,0.95590833,0,80.225388,5.3870279,262.86709,311.56397,298,0.57594937,7,2967.1915,265.44937,33191.442,80.225388,5.224827,0.95369074
1,2,0,-2,7.2365692,204.00515,425.39829,0,0.2526528,0.96391741,0,265.1923,8.5588059,1011.758,1066.2469,1051,0.6433121,7,7304.4713,1011.758,52795.703,265.1923,8.5670543,-0.083267878
1,2,0,-1,1.0163369,222.29288,442.8889,0,0.21523634,0.96875634,0,753.24629,13.071573,3390.283,3461.4144,3441,0.79245283,7,3464.0613,3390.283,3839.8801,753.24629,13.018053,0.37314739
1,2,1,-10,2.9084143,20.788349,247.16355,0,0.55370421,0.81666163,0,66.309314,7.6552029,97.8,127.48,119,0.33125,7,287.2,101.6,818.25,66.309314,7.552065,0.55134934
1,2,1,-9,2.9784488,47.146414,269.96113,0,0.52092442,0.84241915,0,78.738764,7.765211,127.33333,157.69342,149,0.33333333,7,384.46451,131.3642,1140.3862,78.738764,7.6691253,0.41278156
1,2,1,-8,2.6654238,71.649273,291.1791,0,0.4871157,0.86631895,0,15.181619,4.2748239,27,57.8,49,0.34375,7,75.4,28.4,203.975,15.181619,3.8396518,1.3076042
1,2,1,-7,1.8841147,94.50693,311.16598,0,0.45267624,0.88807649,0,207.47786,10.729237,407.0375,443.06047,433,0.41875,7,723.54062,407.0375,1333.1898,207.47786,10.361576,1.0697901
1,2,1,-6,0.52142242,115.84792,330.20921,0,0.41805094,0.90744071,0,271.90407,11.673264,590.20755,642.04094,627,0.56603774,7,295.88522,590.20755,207.56407,271.90407,11.747411,-0.38191719
1,2,1,-5,-1.5721464,135.71995,348.55108,0,0.38375682,0.92419404,0,25.804576,4.1988307,62.144654,102.25177,91,0.46540881,7,-103.52358,62.144654,189.23939,25.804576,3.9698943,1.2760022
1,3,-3,3,32.096192,247.55089,659.9187,0,0.14361594,0.8642319,0,208.54969,5.9611923,1254.9811,1286.8311,1278,0.37735849,7,40160.044,1254.9811,1285506.9,208.54969,6.2199468,-1.5241961
1,3,-3,4,15.569596,295.53241,689.39081,0,0.057004942,0.85432172,0,14.839144,1.0748908,222.3913,259.5055,249,0.42236025,15,3466.2609,223.56522,54012.19,14.839144,1.1884177,-1.8338725
1,3,-2,-7,29.245494,25.925492,430.45799,0,0.5616775,0.83795236,0,120.01701,9.6358326,179.05031,206.65365,199,0.32704403,7,5317.3915,182.1195,155261.86,120.01701,10.236996,-1.3991747
1,3,-2,-6,30.180498,52.208658,448.40186,0,0.52093234,0.85603857,0,123.92504,9.1290197,203.64375,225.04652,219,0.24375,7,6150.5156,203.975,185478.18,123.92504,8.5250278,2.0290267
1,3,-2,-5,30.881245,77.340932,466.11889,0,0.47908042,0.8717105,0,308.41261,13.386758,561.17197,593.30569,584,0.3566879,7,17346.565,563.10191,534396.69,308.41261,13.568889,-0.56716441
1,3,-2,-4,31.281235,101.5913,483.81167,0,0.43622526,0.88478404,0,78.680179,6.7365461,159.58491,186.69277,179,0.3081761,7,5006.6651,160.35849,156330.86,78.680179,6.7843394,-0.26963082
1,3,-2,-3,31.282329,125.22041,501.67428,0,0.39242203,0.89510857,0,581.23592,16.22302,1325.7901,1369.3298,1357,0.48765432,7,41429.707,1326.1111,1294382.7,581.23592,16.126468,0.48866529
1,3,-2,-2,30.733945,148.50531,519.90122,0,0.34764937,0.90256691,0,1.2720401,2.0259029,3.3024691,27.663885,21,0.29012346,7,182.7392,6.0802469,5498.1022,1.2720401,14.277795,-20.564204
1,3,-2,-1,29.392469,171.77859,538.69752,0,0.30175313,0.90707539,0,179.43301,8.0073563,539.37888,579.37734,568,0.44720497,7,15898.868,541.53416,466807.22,179.43301,7.9586629,0.31975803
1,3,-2,0,26.833412,195.50515,558.29285,0,0.25432279,0.9085838,0,163.21658,6.9650255,583.10127,619.16279,609,0.41772152,7,15737.886,587.34177,421759.25,163.21658,7.2179536,-1.2238633
1,3,-2,1,22.230531,220.46958,578.96786,0,0.20437451,0.90707539,0,163.33217,6.2443271,724.9172,768.07676,756,0.50955414,7,16207.624,729.46497,360190.19,163.33217,6.4878943,-1.3267248
1,3,-2,2,13.644379,248.38857,601.12509,0,0.14929184,0.90256691,0,535.44369,9.4796484,3237.1076,3284.5141,3271,0.53797468,7,44129.53,3237.1076,602492.87,535.44369,9.3427519,0.66564288
1,3,-1,-8,19.636558,18.385418,385.1287,0,0.57467933,0.83484501,0,303.3459,14.840992,440.675,464.82172,458,0.275,7,8655.0875,440.675,170031.41,303.3459,14.998035,-0.06987536
1,3,-1,-7,20.1473,45.066843,403.71104,0,0.53555107,0.85566064,0,9.7013246,3.9728938,15.5,40.291667,33,0.26923077,7,367.02083,18.083333,7453.7969,9.7013246,3.5631036,1.1558399
1,3,-1,-6,20.354408,70.363699,421.74381,0,0.4953172,0.87420855,0,173.09303,10.289573,305.5,329.80556,323,0.27777778,7,6248.2222,307.77778,126872.54,173.09303,10.160214,0.51614398
1,3,-1,-5,20.177419,94.529211,439.44818,0,0.454163,0.89027115,0,29.02791,4.6968363,56.90184,84.768,77,0.3190184,7,1180.6488,58.631902,23782.066,29.02791,4.8368522,-0.65314279
1,3,-1,-4,19.501584,117.78222,457.0244,0,0.41225948,0.90366433,0,129.34941,8.2418346,283.53125,326.37793,314,0.46875,7,5589.1953,286.90625,108908.49,129.34941,8.1691275,0.094749908
1,3,-1,-3,18.158847,140.31949,474.66043,0,0.36975928,0.91423747,0,4.2991065,2.4277056,10.62963,36.030636,29,0.2962963,7,282.39198,15.641975,5099.7924,4.2991065,7.3754716,-13.602176
1,3,-1,-2,15.894849,162.32829,492.53964,0,0.32678816,0.92187339,0,272.63264,9.9976806,769.1,795.44187,788,0.3,7,12254.627,772.21875,194522.32,272.63264,10.531958,-1.8471597
1,3,-1,-1,12.308819,184.00246,510.84812,0,0.28342719,0.92648842,0,409.21938,11.382908,1337.6875,1384.5332,1371,0.5125,7,16446.016,1337.6875,202274.68,409.21938,11.386804,0.17184223
1,3,-1,0,6.7378035,205.56913,529.78303,0,0.23967429,0.92803234,0,48.139796,3.8500773,186.4,222.24,212,0.4,7,1269.05,189,8549.0125,48.139796,3.7920661,0.2520155
1,3,-1,1,-1.9806096,227.34514,549.5641,0,0.19535186,0.92648842,0,391.59392,9.1947914,1857.1988,1901.6415,1889,0.49689441,7,-3618.5016,1857.1988,7331.0625,391.59392,9.3979624,-0.75802903
1,3,0,-8,9.6101656,26.341798,358.87125,0,0.56291051,0.84067067,0,55.822348,7.0083328,83.367089,109.54751,102,0.29113924,7,858.67722,88.683544,8321.7516,55.822348,7.0722357,-0.58285734
1,3,0,-7,9.3944172,51.701052,377.85968,0,0.52595666,0.86166389,0,25.180789,5.0748773,41.253165,69.123698,61,0.30379747,7,409.51582,43.658228,3845.4691,25.180789,5.0369317,0.039379601
1,3,0,-6,8.7547787,75.558072,396.17637,0,0.48826784,0.8803657,0,358.60993,14.467592,646.5875,680.45984,671,0.39375,7,5649.9812,649.175,49204.142,358.60993,14.467897,0.1144983
1,3,0,-5,7.5862547,98.097739,414.04705,0,0.4501429,0.89655852,0,108.99419,7.9938244,217.08589,253.49283,243,0.39263804,7,1653.135,217.73006,12579.439,108.99419,7.8246307,0.71013937
1,3,0,-4,5.7467119,119.44951,431.67165,0,0.41190785,0.91005825,0,971.40664,21.245633,2146.2,2203.32,2187,0.6375,7,12277.9,2148.4,70247.475,971.40664,21.245633,0.1831008
